id,centre_type,coordinates,country,region,county,postcode
,GP clinic,SRID=4326;POINT (-2.53098516177663 50.6514380321106),United Kingdom,South West (England),Dorset,DT3 4HH
,GP clinic,SRID=4326;POINT (-2.360709808227559 55.09636965507821),United Kingdom,North East (England),Northumberland,NE48 3DU
,Other,SRID=4326;POINT (-2.423007268711438 54.54187661219199),United Kingdom,North West (England),Cumbria,CA16 6NR
,Other,SRID=4326;POINT (-0.1870151318973878 51.81899534129879),United Kingdom,East of England,Hertfordshire,AL6 0BH
,Home,SRID=4326;POINT (-4.103726661073875 58.40748645034454),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-7.227825707357879 54.30738926500814),United Kingdom,Northern Ireland,Fermanagh and Omagh,
,Drive through centre,SRID=4326;POINT (-5.548361403492507 55.96842991262423),United Kingdom,Scotland,Argyll and Bute,
,GP clinic,SRID=4326;POINT (-1.816325125690909 55.48051146407413),United Kingdom,North East (England),Northumberland,NE66 2DT
,Other,SRID=4326;POINT (-3.237096420419777 51.58958026855434),United Kingdom,Wales,Caerphilly,CF83 2PD
,GP clinic,SRID=4326;POINT (1.08568838428665 51.84600525217557),United Kingdom,East of England,Essex,CO7 8QX
,GP clinic,SRID=4326;POINT (-0.5574865936028273 51.92426232385516),United Kingdom,East of England,Central Bedfordshire,LU7 9QQ
,Hospital,SRID=4326;POINT (-0.105478821747008 51.94974009766646),United Kingdom,East of England,Hertfordshire,SG9 0QD
,Home,SRID=4326;POINT (-3.230943396429104 57.00067196940874),United Kingdom,Scotland,Aberdeenshire,
,Hospital,SRID=4326;POINT (-3.711697261146134 52.12066284171163),United Kingdom,Wales,Powys,
,Hospital,SRID=4326;POINT (-4.574562628245513 54.80046596735463),United Kingdom,Scotland,Dumfries and Galloway,DG8 9NA
,GP clinic,SRID=4326;POINT (-3.343330515634181 52.68423863415313),United Kingdom,Wales,Powys,SY21 0LE
,Drive through centre,SRID=4326;POINT (0.6773478502195527 51.06734308328488),United Kingdom,South East (England),Kent,TN30 6TT
,Hospital,SRID=4326;POINT (-3.990698873235733 55.52741658235205),United Kingdom,Scotland,East Ayrshire,KA18 3SD
,Other,SRID=4326;POINT (1.287896584041915 52.02946218914306),United Kingdom,East of England,Suffolk,IP10 0AY
,Hospital,SRID=4326;POINT (-4.822143167310771 57.78553980875249),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-2.729013315987066 55.01226017272491),United Kingdom,North West (England),Cumbria,CA8 2BQ
,Drive through centre,SRID=4326;POINT (-1.652595882209234 54.03379237846482),United Kingdom,Yorkshire and The Humber,North Yorkshire,HG3 2JQ
,Other,SRID=4326;POINT (-3.778557116996557 56.26507620430217),United Kingdom,Scotland,Perth and Kinross,PH4 1PZ
,Drive through centre,SRID=4326;POINT (0.1835144873211085 51.51241008661132),United Kingdom,London,Havering,RM13 9JY
,Hospital,SRID=4326;POINT (-4.026547192274669 55.29728230587761),United Kingdom,Scotland,Dumfries and Galloway,
,Drive through centre,SRID=4326;POINT (-2.247517561996894 57.62593018584501),United Kingdom,Scotland,Aberdeenshire,AB43 6PT
,GP clinic,SRID=4326;POINT (-2.765085818466427 50.80790826685497),United Kingdom,South West (England),Dorset,DT8 3LW
,Hospital,SRID=4326;POINT (-4.698062178477844 57.13281130164524),United Kingdom,Scotland,Highland,PH32 4BY
,Drive through centre,SRID=4326;POINT (-1.737638014000083 54.69608281531237),United Kingdom,North East (England),County Durham,DL15 8AQ
,Drive through centre,SRID=4326;POINT (-2.472864859154186 57.27770880719322),United Kingdom,Scotland,Aberdeenshire,AB51 5JA
,GP clinic,SRID=4326;POINT (-5.000499047172589 56.95359436205285),United Kingdom,Scotland,Highland,PH34 4EJ
,Other,SRID=4326;POINT (-2.257800428791077 52.68533666859255),United Kingdom,West Midlands (England),Staffordshire,TF11 8LY
,Home,SRID=4326;POINT (-1.957306884771745 55.11028582342067),United Kingdom,North East (England),Northumberland,NE19 2AJ
,Drive through centre,SRID=4326;POINT (0.7147480396810213 51.57217368425695),United Kingdom,East of England,Essex,SS4 1HN
,Hospital,SRID=4326;POINT (-4.656630802574909 52.01476458318518),United Kingdom,Wales,Pembrokeshire,SA37 0JF
,Home,SRID=4326;POINT (-2.423518588936274 50.87699188888668),United Kingdom,South West (England),Dorset,DT2 7HU
,Hospital,SRID=4326;POINT (-7.883182667263803 54.66966455285455),United Kingdom,Northern Ireland,Derry City and Strabane,
,Hospital,SRID=4326;POINT (-3.217864806666119 57.15264315577231),United Kingdom,Scotland,Aberdeenshire,AB36 8YL
,Drive through centre,SRID=4326;POINT (-5.098660149470483 51.94693020411101),United Kingdom,Wales,Pembrokeshire,SA62 5HE
,Other,SRID=4326;POINT (-4.051875990880458 55.55207478799445),United Kingdom,Scotland,East Ayrshire,
,Hospital,SRID=4326;POINT (-4.682393367388508 57.27475742840177),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-3.163990486279153 58.46227131887325),United Kingdom,Scotland,Highland,KW1 4TB
,GP clinic,SRID=4326;POINT (-2.825774023256615 55.77643659300206),United Kingdom,Scotland,Scottish Borders,TD2 6PX
,GP clinic,SRID=4326;POINT (-2.337313997323393 51.81874161555069),United Kingdom,South West (England),Gloucestershire,GL2 3SW
,Hospital,SRID=4326;POINT (-1.527300335194112 50.85406778749519),United Kingdom,South East (England),Hampshire,SO42 7YQ
,Home,SRID=4326;POINT (-0.7238106130445674 51.76964940438504),United Kingdom,South East (England),Buckinghamshire,HP22 5GR
,Hospital,SRID=4326;POINT (-5.269660776524298 50.28967218458016),United Kingdom,,,TR4 8AE
,Other,SRID=4326;POINT (0.5606887374509579 51.46722386925985),United Kingdom,South East (England),Medway,ME3 8SR
,Other,SRID=4326;POINT (-3.523919729926106 56.45821987661374),United Kingdom,Scotland,Perth and Kinross,PH1 3JA
,Hospital,SRID=4326;POINT (-2.264429019316532 51.50306495160735),United Kingdom,South West (England),Wiltshire,SN14 7NS
,Other,SRID=4326;POINT (-0.208188653321594 51.68640327075704),United Kingdom,East of England,Hertfordshire,EN6 2DU
,GP clinic,SRID=4326;POINT (-0.7305009102164615 53.69183440799939),United Kingdom,Yorkshire and The Humber,East Riding of Yorkshire,DN14 8HR
,GP clinic,SRID=4326;POINT (1.277128889082775 51.2845648806782),United Kingdom,South East (England),Kent,CT3 2JQ
,Home,SRID=4326;POINT (-0.1654391751217359 52.61964047634515),United Kingdom,East of England,Peterborough,PE6 7UT
,Home,SRID=4326;POINT (-4.897391008869144 51.69779944353277),United Kingdom,Wales,Pembrokeshire,SA72 4UN
,Hospital,SRID=4326;POINT (0.7940030109015375 52.27334616236004),United Kingdom,East of England,Suffolk,IP31 2PF
,Hospital,SRID=4326;POINT (0.3826267383084083 52.72686108807986),United Kingdom,East of England,Norfolk,PE34 3RD
,Other,SRID=4326;POINT (-4.91737725217157 58.302284098153),United Kingdom,Scotland,Highland,IV27 4PQ
,GP clinic,SRID=4326;POINT (-2.038777631555551 52.36129324711901),United Kingdom,West Midlands (England),Worcestershire,B60 1DH
,Drive through centre,SRID=4326;POINT (-2.812857282977954 52.67639941478312),United Kingdom,West Midlands (England),Shropshire,SY5 8BB
,GP clinic,SRID=4326;POINT (-0.8030598457325899 51.09906236118507),United Kingdom,South East (England),Hampshire,GU30 7RE
,Home,SRID=4326;POINT (-3.013332545689541 56.66640171028543),United Kingdom,Scotland,Angus,DD8 5PG
,Hospital,SRID=4326;POINT (-3.166531613340137 54.66154708815321),United Kingdom,North West (England),Cumbria,CA12 4QG
,Home,SRID=4326;POINT (-3.936101526816392 52.27802889854625),United Kingdom,Wales,Ceredigion,SY25 6AW
,Other,SRID=4326;POINT (-0.6105541617917396 52.66893042507581),United Kingdom,East Midlands (England),Rutland,LE15 8PX
,GP clinic,SRID=4326;POINT (-2.185306051813865 50.6207144672379),United Kingdom,South West (England),Dorset,
,Other,SRID=4326;POINT (-1.026474392550123 51.20343159848551),United Kingdom,South East (England),Hampshire,RG25 2PS
,Home,SRID=4326;POINT (-5.162234914996795 57.91668862662679),United Kingdom,Scotland,Highland,IV26 2TL
,Other,SRID=4326;POINT (-2.438860161379445 54.09012689129262),United Kingdom,Yorkshire and The Humber,North Yorkshire,LA2 7AU
,Home,SRID=4326;POINT (-2.178303152350566 53.35795166241256),United Kingdom,North West (England),Stockport,SK8 7PF
,Drive through centre,SRID=4326;POINT (-1.540955893415911 54.33573347364687),United Kingdom,Yorkshire and The Humber,North Yorkshire,DL7 0QY
,Hospital,SRID=4326;POINT (-2.431224785116143 51.27761753406905),United Kingdom,South West (England),Somerset,BA3 5SN
,Other,SRID=4326;POINT (-0.04040181288149292 53.52055460770534),United Kingdom,Yorkshire and The Humber,North East Lincolnshire,DN36 4ZG
,Home,SRID=4326;POINT (-7.277659158949034 54.75015561991517),United Kingdom,Northern Ireland,Derry City and Strabane,BT79 8LA
,Other,SRID=4326;POINT (-7.38689278725869 54.96480382327795),United Kingdom,Northern Ireland,Derry City and Strabane,BT48 9XW
,Home,SRID=4326;POINT (-2.333322431293523 54.30675170412227),United Kingdom,North West (England),Cumbria,LA10 5PN
,Hospital,SRID=4326;POINT (-2.100277102081639 50.7430871122047),United Kingdom,South West (England),Dorset,BH16 6HR
,Other,SRID=4326;POINT (-1.008962162408865 53.93008690261316),United Kingdom,Yorkshire and The Humber,York,YO10 5EJ
,Hospital,SRID=4326;POINT (-5.136598702978254 56.56877184341006),United Kingdom,Scotland,Argyll and Bute,
,GP clinic,SRID=4326;POINT (-4.880910931947803 57.64973589170233),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-3.158779019948017 54.76682657779867),United Kingdom,North West (England),Cumbria,CA7 1DQ
,Home,SRID=4326;POINT (0.5811765260341897 52.63955858953054),United Kingdom,East of England,Norfolk,PE37 8BH
,Home,SRID=4326;POINT (-6.393545735155324 57.2771952573626),United Kingdom,Scotland,Highland,
,GP clinic,SRID=4326;POINT (-6.487416176034878 54.81099623381724),United Kingdom,Northern Ireland,Mid Ulster,BT45 8NA
,Hospital,SRID=4326;POINT (-5.589127235521487 56.08251668680818),United Kingdom,Scotland,Argyll and Bute,PA31 8SS
,Drive through centre,SRID=4326;POINT (-0.9000976469317017 52.18048822046133),United Kingdom,East Midlands (England),Northamptonshire,NN4 5EZ
,Drive through centre,SRID=4326;POINT (-5.725021735535252 54.45459008993733),United Kingdom,Northern Ireland,Ards and North Down,BT23 6SG
,GP clinic,SRID=4326;POINT (-0.7639225517285864 51.88262772861896),United Kingdom,South East (England),Buckinghamshire,HP22 4ND
,Drive through centre,SRID=4326;POINT (-0.2558556363038447 51.1427725202885),United Kingdom,South East (England),Surrey,RH5 5BU
,Other,SRID=4326;POINT (0.8749349315381245 51.06835091568555),United Kingdom,South East (England),Kent,TN26 2NS
,Other,SRID=4326;POINT (-1.959310195616236 53.78591943314179),United Kingdom,Yorkshire and The Humber,Bradford,BD22 9QQ
,Hospital,SRID=4326;POINT (-1.948918578427767 57.58662952030927),United Kingdom,Scotland,Aberdeenshire,AB43 8QD
,Hospital,SRID=4326;POINT (-3.127431361794708 51.14089930290228),United Kingdom,South West (England),Somerset,TA5 1JA
,Drive through centre,SRID=4326;POINT (-3.67994504333462 55.20331160178101),United Kingdom,Scotland,Dumfries and Galloway,DG3 5JU
,Drive through centre,SRID=4326;POINT (-4.052720341825222 53.18281607402901),United Kingdom,Wales,Gwynedd,LL57 3SL
,Home,SRID=4326;POINT (-7.203459388414444 54.23046261619801),United Kingdom,Northern Ireland,Fermanagh and Omagh,BT92 7NB
,Drive through centre,SRID=4326;POINT (0.56834487378649 52.34830879244996),United Kingdom,East of England,Suffolk,IP28 6PZ
,Drive through centre,SRID=4326;POINT (-1.416281098857725 52.31852806279846),United Kingdom,West Midlands (England),Warwickshire,CV33 9DX
,Other,SRID=4326;POINT (-2.506637067457697 54.64286854194979),United Kingdom,North West (England),Cumbria,CA16 6DJ
,Hospital,SRID=4326;POINT (-6.260885474218952 54.84562420693894),United Kingdom,Northern Ireland,Mid and East Antrim,BT42 3HG
,Drive through centre,SRID=4326;POINT (-4.401830496678148 50.43642926079193),United Kingdom,South West (England),Cornwall,PL14 3RD
,Drive through centre,SRID=4326;POINT (-2.84044091649758 53.95555604157222),United Kingdom,North West (England),Lancashire,LA2 0EL
,Home,SRID=4326;POINT (-2.494297493935949 53.38913303559476),United Kingdom,North West (England),Warrington,WA13 9AS
,Home,SRID=4326;POINT (-3.994338519223525 52.65486494138391),United Kingdom,Wales,Gwynedd,LL36 9TN
,Other,SRID=4326;POINT (-2.358011834264141 54.53985123828102),United Kingdom,North West (England),Cumbria,CA16 6PS
,Home,SRID=4326;POINT (-6.428423166814849 54.87626103563092),United Kingdom,Northern Ireland,Mid and East Antrim,BT44 8EP
,GP clinic,SRID=4326;POINT (-0.9476205788234129 51.44972601193957),United Kingdom,South East (England),Reading,RG1 5SA
,Drive through centre,SRID=4326;POINT (-4.808919474172535 54.93647912707469),United Kingdom,Scotland,Dumfries and Galloway,DG8 0NA
,Drive through centre,SRID=4326;POINT (-4.420912610133964 57.08829864375964),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (-1.06893515281311 60.39600992009206),United Kingdom,,,
,Home,SRID=4326;POINT (-7.445589618528579 57.58789461354262),United Kingdom,Scotland,Na h-Eileanan Siar,HS6 5DS
,Home,SRID=4326;POINT (-2.529829432967747 57.5154212676637),United Kingdom,Scotland,Aberdeenshire,AB53 4HJ
,Home,SRID=4326;POINT (-5.548601600753345 57.77769470560069),United Kingdom,Scotland,Highland,
,Home,SRID=4326;POINT (-0.1742883074819375 51.9624030262024),United Kingdom,East of England,Hertfordshire,SG4 7EB
,Hospital,SRID=4326;POINT (0.09342880779303364 51.99082915822235),United Kingdom,East of England,Essex,CB11 4SB
,GP clinic,SRID=4326;POINT (-2.591923665314772 55.96003758049623),United Kingdom,Scotland,East Lothian,EH42 1TB
,Hospital,SRID=4326;POINT (-2.42991509777127 53.67003246676629),United Kingdom,North West (England),Blackburn with Darwen,BB3 3FS
,Drive through centre,SRID=4326;POINT (-3.561925854237248 56.15515859919356),United Kingdom,Scotland,Fife,FK14 7NR
,Home,SRID=4326;POINT (-2.249393368760535 55.58297664770535),United Kingdom,North East (England),Northumberland,TD12 4QW
,Hospital,SRID=4326;POINT (0.6047386972247502 52.44965851916598),United Kingdom,East of England,Suffolk,IP27 0SA
,Other,SRID=4326;POINT (-6.616512495715388 58.00751178481599),United Kingdom,Scotland,Na h-Eileanan Siar,
,Home,SRID=4326;POINT (-2.912033569844981 53.56725450244357),United Kingdom,North West (England),Lancashire,L39 7HB
,Drive through centre,SRID=4326;POINT (-4.048076094966793 57.95815715615943),United Kingdom,Scotland,Highland,IV25 3JF
,Home,SRID=4326;POINT (0.617615910341728 51.61169004935631),United Kingdom,East of England,Essex,SS5 6BE
,Hospital,SRID=4326;POINT (-3.610549686466503 55.27636788300508),United Kingdom,Scotland,Dumfries and Galloway,
,Drive through centre,SRID=4326;POINT (-5.137268410421918 57.97972385573564),United Kingdom,Scotland,Highland,IV26 2TP
,Home,SRID=4326;POINT (-2.300798396945893 53.96714322853114),United Kingdom,North West (England),Lancashire,BB7 4LY
,GP clinic,SRID=4326;POINT (-3.689484235362969 52.47128725676081),United Kingdom,Wales,Powys,SY18 6PT
,Hospital,SRID=4326;POINT (-4.204994760967976 51.10159899851222),United Kingdom,South West (England),Devon,EX33 2NU
,Other,SRID=4326;POINT (-5.30243288990538 55.66553716781478),United Kingdom,Scotland,North Ayrshire,
,Hospital,SRID=4326;POINT (-4.788084651610216 50.39005285478109),United Kingdom,South West (England),Cornwall,PL26 8RJ
,Hospital,SRID=4326;POINT (-4.955256841153828 58.23123823255892),United Kingdom,,,
,Drive through centre,SRID=4326;POINT (-4.301859647908533 52.1176490028181),United Kingdom,Wales,Ceredigion,SA44 4UY
,Home,SRID=4326;POINT (-0.5244808683107056 51.4574210501115),United Kingdom,South East (England),Surrey,TW19 5NW
,GP clinic,SRID=4326;POINT (-6.262816534412565 56.59854029618187),United Kingdom,Scotland,Argyll and Bute,PA75 6QY
,Home,SRID=4326;POINT (-3.743648360843708 50.7576240920956),United Kingdom,South West (England),Devon,EX17 5HE
,Home,SRID=4326;POINT (-3.706989144038476 51.06854919786918),United Kingdom,South West (England),Devon,EX36 3LT
,Hospital,SRID=4326;POINT (0.0237298695335646 53.01520376794905),United Kingdom,East Midlands (England),Lincolnshire,PE22 0PX
,Drive through centre,SRID=4326;POINT (-3.120156240850852 52.73664835359951),United Kingdom,Wales,Powys,SY22 6QA
,GP clinic,SRID=4326;POINT (-0.1312623846673571 53.41315182533783),United Kingdom,East Midlands (England),Lincolnshire,LN8 6BN
,Other,SRID=4326;POINT (-6.025579685164517 54.95276309150554),United Kingdom,Northern Ireland,Mid and East Antrim,BT44 0LF
,Home,SRID=4326;POINT (0.4337691341496868 51.32687905215513),United Kingdom,South East (England),Kent,ME6 5EU
,Other,SRID=4326;POINT (-6.158200389296099 55.11941508065874),United Kingdom,Northern Ireland,Causeway Coast and Glens,
,Hospital,SRID=4326;POINT (0.826466451190365 51.62734250607868),United Kingdom,East of England,Essex,CM0 8LS
,Hospital,SRID=4326;POINT (-1.609396273492679 51.63235145720193),United Kingdom,South East (England),Oxfordshire,SN7 7SR
,GP clinic,SRID=4326;POINT (-2.119159898311255 50.83446124625794),United Kingdom,South West (England),Dorset,DT11 9JA
,Drive through centre,SRID=4326;POINT (-7.19925160385089 54.40363117474678),United Kingdom,Northern Ireland,Mid Ulster,BT76 0TH
,Other,SRID=4326;POINT (-0.8205637689887828 53.34345489737026),United Kingdom,East Midlands (England),Nottinghamshire,DN22 9HE
,Hospital,SRID=4326;POINT (0.7778625849279166 51.12347391520821),United Kingdom,South East (England),Kent,TN26 3BD
,Home,SRID=4326;POINT (-3.825326411509159 52.5820981108966),United Kingdom,Wales,Powys,SY20 8RW
,Hospital,SRID=4326;POINT (-3.429143909055669 55.51405092920828),United Kingdom,Scotland,Scottish Borders,ML12 6QP
,Hospital,SRID=4326;POINT (-3.733142660508574 52.84079638645455),United Kingdom,Wales,Gwynedd,
,GP clinic,SRID=4326;POINT (-3.989834151827034 57.49965289432032),United Kingdom,Scotland,Highland,IV12 5XX
,Other,SRID=4326;POINT (-3.239053117121778 56.18256914738246),United Kingdom,Scotland,Fife,KY5 0UQ
,Drive through centre,SRID=4326;POINT (-0.6207476833709213 53.01172442503741),United Kingdom,East Midlands (England),Lincolnshire,NG32 2BB
,Other,SRID=4326;POINT (-2.128219441967616 54.17889586782035),United Kingdom,Yorkshire and The Humber,North Yorkshire,
